,id,name,transcription-direction,product,region,synonym,regulation,component
231,ECOLI:EG10239,dnaG,+,Protein,"(3211107, 3212852)",dnaP; parB; sdgA,,TU00435; TU00434; TU00352
232,ECOLI:EG10240,dnaJ,+,Protein,"(14168, 15298)",groP; grpC,,TU00418; TU00417; TU00260
233,ECOLI:EG10241,dnaK,+,Protein,"(12163, 14079)",groPF; groPC; seg; grpF; grpC; groPAB,,TU00418; TU00417; TU00260
234,ECOLI:EG10242,dnaN,-,Protein,"(3881221, 3882321)",,,TU0-45267; TU0-45196; TU0-45187; TU0-1196; TU0-1195; TU0-1194; TU0-1193; TU593; TU00259
235,ECOLI:EG10243,dnaQ,+,Protein,"(236067, 236798)",mutD,,TU0-12843; TU0-6648; TU0-6647
236,ECOLI:EG10244,dnaT,-,Protein,"(4600978, 4601517)",,,TU0-8869; TU0-8868; TU0-8867; TU00261
237,ECOLI:EG10245,dnaX,+,Protein,"(492092, 494023)",dnaZ,,TU0-12948
238,ECOLI:EG10246,mltD,-,Protein,"(232597, 233955)",yafG; dniR,,TU0-12841
239,ECOLI:EG10247,acpS,-,Protein,"(2700618, 2700998)",dpj,,TU484; TU483
240,ECOLI:EG10248,dppA,-,Protein,"(3706098, 3707705)",alu; dpp; fpp,REG0-15443; Transcription-Factor-Binding; REG0-15442; Transcription-Factor-Binding; REG0-14487; Transcription-Factor-Binding; REG0-14049; Transcription-Factor-Binding,TU00262
241,ECOLI:EG10249,dsdA,+,Protein,"(2479202, 2480530)",,,TU00375; TU00148
242,ECOLI:EG10250,dsdX,+,Protein,"(2477847, 2479184)",yfdD; yfdA; dsdC,,TU00148
243,ECOLI:EG10251,dut,+,Protein,"(3813929, 3814387)",dnaS; sof,,TU0-8321
244,ECOLI:EG10252,ebgA,+,Protein,"(3222633, 3225725)",,,TU00127
245,ECOLI:EG10253,ebgC,+,Protein,"(3225722, 3226171)",,REG0-11871; RNA-Mediated-Translation-Regulation,TU00127
246,ECOLI:EG10254,ebgR,+,Protein,"(3221466, 3222449)",,,TU0-13850
247,ECOLI:EG10255,eco,+,Protein,"(2303905, 2304393)",eti,REG0-14376; Transcription-Factor-Binding; REG0-14375; Transcription-Factor-Binding,TU0-8790
248,ECOLI:EG10256,eda,-,Protein,"(1932115, 1932756)",hga; kdgA; kga,REG0-15883; Transcription-Factor-Binding,TU27; TU26; TU25; TU00227
249,ECOLI:EG10257,edd,-,Protein,"(1932793, 1934604)",,REG0-16171; Transcription-Factor-Binding,TU00227
250,ECOLI:EG10258,eno,-,Protein,"(2906643, 2907941)",,REG0-15446; Transcription-Factor-Binding,TU0-45270; TU0-45189; TU0-14821; TU0-14820; TU0-14654; TU0-14653; TU0-14414; TU0-14413; TU0-14412; TU0-6428; TU0-6557
251,ECOLI:EG10259,entA,+,Protein,"(628551, 629297)",,,TU00166
252,ECOLI:EG10260,entB,+,Protein,"(627694, 628551)",entG,,TU00166
253,ECOLI:EG10261,entC,+,Protein,"(624885, 626060)",fepF,,TU00166
254,ECOLI:EG10262,entD,-,Protein,"(609459, 610079)",,,TU00163
255,ECOLI:EG10263,entE,+,Protein,"(626070, 627680)",,,TU00166
256,ECOLI:EG10264,entF,+,Protein,"(614157, 618038)",,REG0-16316; Transcription-Factor-Binding,TU00270
257,ECOLI:EG10265,lpxC,+,Protein,"(106557, 107474)",asmB; envA,,TU0-14606; TU0-14445; TU0-14443; TU0-14439; TU0-941; TU0-12809
258,ECOLI:EG10266,acrE,+,Protein,"(3413864, 3415021)",envC,REG0-15855; Transcription-Factor-Binding; REG0-14426; Transcription-Factor-Binding,TU00234
259,ECOLI:EG10267,acrF,+,Protein,"(3415033, 3418137)",envD,,TU00234
260,ECOLI:EG10268,envY,-,Protein,"(586147, 586908)",,,TU00264
261,ECOLI:EG10269,envZ,-,Protein,"(3534516, 3535868)",tpo; perA; ompB,,TU163; TU162; TU161; TU00177
262,ECOLI:EG10270,era,-,Protein,"(2702481, 2703386)",rbaA; sdgE,,TU483; TU00332
263,ECOLI:EG10271,exbB,-,Protein,"(3151250, 3151984)",,REG0-16206; Transcription-Factor-Binding; REG0-15448; Transcription-Factor-Binding,TU00265
264,ECOLI:EG10272,exbD,-,Protein,"(3150818, 3151243)",,,TU0-2562; TU00265
265,ECOLI:EG10273,fabA,-,Protein,"(1015952, 1016470)",,,TU00092
266,ECOLI:EG10274,fabB,-,Protein,"(2440385, 2441605)",fabC,,TU0-1482
267,ECOLI:EG10275,accB,+,Protein,"(3405436, 3405906)",fabE,,TU0-42603; TU00231
268,ECOLI:EG10276,accC,+,Protein,"(3405917, 3407266)",fabG,,TU0-42603; TU00231
269,ECOLI:EG10277,fabH,+,Protein,"(1148759, 1149712)",,,TU0-5; TU0-1; TU00266
270,ECOLI:EG10278,fadA,-,Protein,"(4027609, 4028772)",oldA,,TU00215
271,ECOLI:EG10279,fadB,-,Protein,"(4028782, 4030971)",oldB,,TU00215
272,ECOLI:EG10280,fadL,+,Protein,"(2461306, 2462646)",ttr,REG0-16052; Transcription-Factor-Binding; REG0-15997; Transcription-Factor-Binding; REG0-15451; Transcription-Factor-Binding,TU00080
273,ECOLI:EG10281,fadR,+,Protein,"(1234938, 1235657)",dec; ole; oleR; thdB,REG0-15756; RNA-Mediated-Translation-Regulation,TU0-14737; TU0-8794
274,ECOLI:EG10282,fbaA,-,Protein,"(3070165, 3071244)",ald; fba; fda,,TU0-45273; TU0-14818; TU0-14816; TU0-8082; TU0-8081
275,ECOLI:EG10283,fbp,-,Protein,"(4454611, 4455609)",fdp,,TU0-8336
276,ECOLI:EG10284,fdhE,-,Protein,"(4080299, 4081228)",,,TU00268
277,ECOLI:EG10285,fdhF,-,Protein,"(4297219, 4299366)",chlF,,TU00152
278,ECOLI:EG10286,fecA,-,Protein,"(4514353, 4516677)",,,TU00151
279,ECOLI:EG10287,fecB,-,Protein,"(4513406, 4514308)",,,TU00151
280,ECOLI:EG10288,fecC,-,Protein,"(4512411, 4513409)",,,TU00151
281,ECOLI:EG10289,fecD,-,Protein,"(4511458, 4512414)",,,TU00151
282,ECOLI:EG10290,fecE,-,Protein,"(4510690, 4511457)",,,TU00151
283,ECOLI:EG10291,fecI,-,Protein,"(4517714, 4518235)",,,TU00460
284,ECOLI:EG10292,fecR,-,Protein,"(4516764, 4517717)",,,TU00460
285,ECOLI:EG10293,fepA,-,Protein,"(610254, 612494)",cbr; cbt; fep; feuB,REG0-13394; RNA-Mediated-Translation-Regulation; REG0-13393; RNA-Mediated-Translation-Regulation,TU00163
286,ECOLI:EG10294,fepB,-,Protein,"(623554, 624510)",,,TU00164
287,ECOLI:EG10295,fepC,-,Protein,"(619384, 620199)",,,TU0-3963; TU00165
288,ECOLI:EG10296,fepD,-,Protein,"(621185, 622189)",,,TU0-3963; TU00165
289,ECOLI:EG10297,fepE,+,Protein,"(618254, 619387)",,REG0-14500; Transcription-Factor-Binding,TU00270
290,ECOLI:EG10298,fepG,-,Protein,"(620196, 621188)",,,TU0-3963; TU00165
291,ECOLI:EG10299,fes,+,Protein,"(612737, 613939)",,,TU00270
292,ECOLI:EG10300,ffh,-,Protein,"(2746434, 2747795)",,,TU0-13680
293,ECOLI:EG10301,fhlA,+,Protein,"(2854338, 2856416)",fhl,REG0-11793; RNA-Mediated-Translation-Regulation; REG0-11792; RNA-Mediated-Translation-Regulation,TU0-8345; TU0-8344
294,ECOLI:EG10302,fhuA,+,Protein,"(167484, 169727)",T1; T5rec; tonA,,TU00020
295,ECOLI:EG10303,fhuB,+,Protein,"(171462, 173444)",,,TU00020
296,ECOLI:EG10304,fhuC,+,Protein,"(169778, 170575)",,,TU00020
297,ECOLI:EG10305,fhuD,+,Protein,"(170575, 171465)",,,TU00020
298,ECOLI:EG10306,fhuE,-,Protein,"(1159362, 1161551)",,REG0-14249; Transcription-Factor-Binding,TU0-2581
299,ECOLI:EG10307,fic,-,Protein,"(3490861, 3491463)",ficT,,TU0-6885
300,ECOLI:EG10308,fimA,+,Protein,"(4543115, 4543663)",fimD; pilA,REG0-14377; Transcription-Factor-Binding,TU182
301,ECOLI:EG10309,fimB,+,Protein,"(4540957, 4541559)",pil,REG0-16217; Transcription-Factor-Binding; REG0-15860; RNA-Mediated-Translation-Regulation,TU00412; TU00410; TU00409
302,ECOLI:EG10310,fimC,+,Protein,"(4544304, 4545029)",pilB,,TU182
303,ECOLI:EG10311,fimD,+,Protein,"(4545096, 4547732)",fimD_1; fimD_2,,TU182
304,ECOLI:EG10312,fimE,+,Protein,"(4542037, 4542633)",hyp; pilH,,TU183
305,ECOLI:EG10313,fimF,+,Protein,"(4547742, 4548272)",,,TU182
306,ECOLI:EG10314,fimG,+,Protein,"(4548285, 4548788)",,,TU182
307,ECOLI:EG10315,fimH,+,Protein,"(4548808, 4549710)",pilE,REG0-15738; Transcription-Factor-Binding,TU182
308,ECOLI:EG10316,lpxD,+,Protein,"(200971, 201996)",omsA; firA,,TU0-8373; TU0-4146; TU0-4184
309,ECOLI:EG10317,fis,+,Protein,"(3411271, 3411567)",nbp,REG0-15794; Protein-Mediated-Translation-Regulation,TU00021
310,ECOLI:EG10318,fldA,-,Protein,"(710935, 711465)",,,TU0-1282
311,ECOLI:EG10319,flhC,-,Protein,"(1977266, 1977844)",flaI,,TU0-14785; TU00136
312,ECOLI:EG10320,flhD,-,Protein,"(1977847, 1978197)",flbB,REG0-16165; RNA-Mediated-Translation-Regulation,TU0-14785; TU00136
313,ECOLI:EG10321,fliC,-,Protein,"(2002110, 2003606)",H; flaF; hag,REG0-16151; Transcription-Factor-Binding; REG0-14502; Transcription-Factor-Binding,TU0-1521
314,ECOLI:EG10322,fliL,+,Protein,"(2019618, 2020082)",flaQI; flaAI; cheC1,REG0-16302; Transcription-Factor-Binding,TU0-1441; TU00276
315,ECOLI:EG10323,fliM,+,Protein,"(2020087, 2021091)",flaQ; fla; flaQII; flaAII; flaA; cheC2,,TU0-1441; TU00276
316,ECOLI:EG10324,fliN,+,Protein,"(2021088, 2021501)",motD,,TU0-1441; TU00276
317,ECOLI:EG10325,fnr,-,Protein,"(1398774, 1399526)",nirA; nirR; ossA; oxrA,REG0-14337; Transcription-Factor-Binding,TU00022
318,ECOLI:EG10326,folA,+,Protein,"(49823, 50302)",tmr; tmrA,,TU0-6401
319,ECOLI:EG10327,folC,-,Protein,"(2431674, 2432942)",dedC,,TU0-13591
320,ECOLI:EG10328,folD,-,Protein,"(556875, 557741)",ads,,TU0-12965
321,ECOLI:EG10329,mutM,-,Protein,"(3810343, 3811152)",fpg,REG0-15992; Transcription-Factor-Binding,TU0-8355; TU0-5543; TU0-5523; TU0-5522
322,ECOLI:EG10330,frdA,-,Protein,"(4380510, 4382318)",,REG0-15454; Transcription-Factor-Binding,TU0-45225; TU00023
323,ECOLI:EG10331,frdB,-,Protein,"(4379783, 4380517)",,REG0-15455; Transcription-Factor-Binding,TU0-45225; TU00023
324,ECOLI:EG10332,frdC,-,Protein,"(4379377, 4379772)",,,TU0-45225; TU00023
325,ECOLI:EG10333,frdD,-,Protein,"(4379007, 4379366)",,,TU0-45225; TU00023
326,ECOLI:EG10334,fre,+,Protein,"(4026527, 4027228)",fadI; flrD; fsrC,,TU0-14665; TU0-14055
327,ECOLI:EG10335,frr,+,Protein,"(192872, 193429)",rrf,,TU0-42525
328,ECOLI:EG10336,fruA,-,Protein,"(2259719, 2261410)",ptsF,,TU00161
329,ECOLI:EG10337,fruK,-,Protein,"(2261427, 2262365)",fpk,,TU00161
330,ECOLI:EG10338,cra,+,Protein,"(88028, 89032)",fruR; fruC; shl,,TU0-12808
331,ECOLI:EG10339,ftsA,+,Protein,"(103982, 105244)",divA,,TU0-45271; TU0-14445; TU0-14443; TU0-14439; TU0-1422; TU0-941; TU00210
332,ECOLI:EG10340,ftsE,-,Protein,"(3602079, 3602747)",,,TU00278
333,ECOLI:EG10341,ftsI,+,Protein,"(91413, 93179)",pbpB; sep,,TU0-14445; TU0-14443; TU0-14439; TU0-941
334,ECOLI:EG10342,ftsQ,+,Protein,"(103155, 103985)",,REG0-14378; Transcription-Factor-Binding,TU0-45271; TU0-14445; TU0-14443; TU0-14439; TU0-3941; TU0-941; TU00210
335,ECOLI:EG10343,rsmD,+,Protein,"(3604393, 3604989)",yhhF,,TU0-13942
336,ECOLI:EG10344,ftsW,+,Protein,"(98403, 99647)",,,TU0-14445; TU0-14443; TU0-14439; TU0-941
337,ECOLI:EG10345,ftsX,-,Protein,"(3601028, 3602086)",ftsS,,TU00278
338,ECOLI:EG10346,ftsY,-,Protein,"(3602750, 3604243)",,,TU00278
339,ECOLI:EG10347,ftsZ,+,Protein,"(105305, 106456)",sfiB; sulB,REG0-16166; RNA-Mediated-Translation-Regulation; REG0-13679; Transcription-Factor-Binding; REG0-12619; RNA-Mediated-Translation-Regulation,TU0-45271; TU0-14445; TU0-14443; TU0-14439; TU0-941; TU0-1425; TU0-1424; TU0-1423; TU0-1422; TU00210
340,ECOLI:EG10348,fucA,-,Protein,"(2933041, 2933688)",fucC; prd,REG0-16107; Transcription-Factor-Binding; REG0-14505; Transcription-Factor-Binding,TU00135
341,ECOLI:EG10349,fucI,+,Protein,"(2935584, 2937359)",,REG0-11865; RNA-Mediated-Translation-Regulation,TU00128
342,ECOLI:EG10350,fucK,+,Protein,"(2937468, 2938886)",,REG0-11866; RNA-Mediated-Translation-Regulation,TU00128
343,ECOLI:EG10351,fucO,-,Protein,"(2931865, 2933013)",,,TU0-42697; TU00135
344,ECOLI:EG10352,fucP,+,Protein,"(2934235, 2935551)",,REG0-11878; RNA-Mediated-Translation-Regulation,TU00128
345,ECOLI:EG10353,fucR,+,Protein,"(2939368, 2940099)",,,TU0-14502; TU00128
346,ECOLI:EG10355,fucU,+,Protein,"(2938888, 2939310)",,,TU0-42698; TU00128
347,ECOLI:EG10356,fumA,-,Protein,"(1686731, 1688377)",,REG0-15456; Transcription-Factor-Binding; REG0-14057; Transcription-Factor-Binding,TU0-42499; TU00104
348,ECOLI:EG10357,fumB,-,Protein,"(4345680, 4347326)",,,TU0-4562; TU00468; TU00159
349,ECOLI:EG10358,fumC,-,Protein,"(1685185, 1686588)",,,TU0-42499; TU0-42482; TU00105
350,ECOLI:EG10359,fur,-,Protein,"(710200, 710646)",,,TU0-1283; TU0-1282; TU0-1281; TU00121
351,ECOLI:EG10360,fusA,-,Protein,"(3471400, 3473514)",far; fus,,TU0-5121; TU00348
352,ECOLI:EG10361,gabT,+,Protein,"(2792735, 2794015)",,,TU0-45238; TU0-4823; TU0-4001; TU0-1921
353,ECOLI:EG10362,galE,-,Protein,"(791039, 792055)",galD,REG0-16025; RNA-Mediated-Translation-Regulation,TU0-45179; TU0-45178; TU0-45177; TU0-45176; TU0-42584; TU0-42583; TU0-42582; TU0-42581; TU0-42580; TU0-42578; TU0-4545; TU00026; TU00025
354,ECOLI:EG10363,galK,-,Protein,"(788831, 789979)",galA,REG0-11003; RNA-Mediated-Translation-Regulation,TU0-45179; TU0-45176; TU0-42588; TU0-42584; TU0-42583; TU0-4545; TU00026; TU00025
355,ECOLI:EG10364,galR,+,Protein,"(2976599, 2977630)",Rgal,,TU0-881
356,ECOLI:EG10365,galS,-,Protein,"(2240628, 2241668)",mglD,,TU00024
357,ECOLI:EG10366,galT,-,Protein,"(789983, 791029)",galB,,TU0-45179; TU0-45177; TU0-45176; TU0-42584; TU0-42583; TU0-42582; TU0-42581; TU0-4545; TU00026; TU00025
358,ECOLI:EG10367,gapA,+,Protein,"(1862771, 1863766)",gad; gap1,,TU0-45263; TU0-42481; TU0-42480; TU0-4907; TU0-4906; TU0-4905; TU0-4904
359,ECOLI:EG10368,epd,-,Protein,"(3072672, 3073691)",gapB; gap2,REG0-16296; Transcription-Factor-Binding,TU0-45274; TU0-45273; TU0-8082; TU00443
360,ECOLI:EG10369,gcd,-,Protein,"(138835, 141225)",,,TU0-7001; TU0-2042
361,ECOLI:EG10370,ispG,-,Protein,"(2640686, 2641804)",gcpE,,TU0-14336
362,ECOLI:EG10371,gcvH,-,Protein,"(3049160, 3049549)",gcv,,TU00170
363,ECOLI:EG10372,gdhA,+,Protein,"(1842371, 1843714)",,REG0-15931; RNA-Mediated-Translation-Regulation; REG0-15930; RNA-Mediated-Translation-Regulation; REG0-15464; Transcription-Factor-Binding; REG0-14253; Transcription-Factor-Binding; REG0-11885; RNA-Mediated-Translation-Regulation,TU0-1201
364,ECOLI:EG10373,mokC,-,Protein,"(16751, 16960)",gefL,,TU0-12794
365,ECOLI:EG10374,ggt,-,Protein,"(3585081, 3586823)",,,TU0-8802
366,ECOLI:EG10375,mnmG,-,Protein,"(3923744, 3925633)",gidA; trmF,,TU0-45168; TU0-14263; TU0-14029
367,ECOLI:EG10376,rsmG,-,Protein,"(3923057, 3923680)",gidB,,TU0-45168; TU0-42479; TU0-14029
368,ECOLI:EG10377,glgA,-,Protein,"(3566600, 3568033)",,,TU0-36417; TU0-14302; TU00470; TU00469; TU00122
369,ECOLI:EG10378,glgB,-,Protein,"(3571316, 3573502)",,,TU0-14302
370,ECOLI:EG10379,glgC,-,Protein,"(3568033, 3569328)",,REG0-15467; Transcription-Factor-Binding,TU0-14302; TU00470; TU00469; TU00122
371,ECOLI:EG10380,glgP,-,Protein,"(3564134, 3566581)",glgY,,TU0-36417; TU0-14302; TU00470; TU00469; TU00122
372,ECOLI:EG10381,glgX,-,Protein,"(3569346, 3571319)",,,TU0-14302
373,ECOLI:EG10382,glmS,-,Protein,"(3911839, 3913668)",,,TU00488; TU00280
374,ECOLI:EG10383,glnA,-,Protein,"(4056625, 4058034)",,REG0-15859; Transcription-Factor-Binding; REG0-15468; Transcription-Factor-Binding,TU0-5903; TU0-5901; TU00029; TU00027
375,ECOLI:EG10384,glnB,-,Protein,"(2687070, 2687408)",,,TU0-36399; TU00474; TU00473; TU00089
376,ECOLI:EG10385,glnG,-,Protein,"(4053869, 4055278)",glnT; ntrC,,TU00029; TU00028; TU00027
377,ECOLI:EG10386,glnH,-,Protein,"(847258, 848004)",,REG0-15862; Transcription-Factor-Binding; REG0-15469; Transcription-Factor-Binding,TU0-6649; TU00172
378,ECOLI:EG10387,glnL,-,Protein,"(4055290, 4056339)",glnR; ntrB,REG0-15471; Transcription-Factor-Binding,TU00029; TU00028; TU00027
379,ECOLI:EG10388,glnP,-,Protein,"(846460, 847119)",,REG0-16162; RNA-Mediated-Translation-Regulation,TU0-6649; TU00172
380,ECOLI:EG10389,glnQ,-,Protein,"(845741, 846463)",,REG0-15472; Transcription-Factor-Binding,TU0-8001; TU0-6649; TU00172
381,ECOLI:EG10390,glnS,+,Protein,"(706093, 707757)",,,TU0-45210; TU0-14467; TU0-6504
382,ECOLI:EG10391,glpA,+,Protein,"(2352647, 2354275)",,REG0-15884; Transcription-Factor-Binding,TU00030
383,ECOLI:EG10392,glpB,+,Protein,"(2354265, 2355524)",psi-51,,TU00030
384,ECOLI:EG10393,glpC,+,Protein,"(2355521, 2356711)",,,TU00030
385,ECOLI:EG10394,glpD,+,Protein,"(3562013, 3563518)",glyD,REG0-16000; RNA-Mediated-Translation-Regulation; REG0-14062; Transcription-Factor-Binding,TU00031
386,ECOLI:EG10395,glpE,-,Protein,"(3561497, 3561823)",,REG0-14063; Transcription-Factor-Binding,TU401
387,ECOLI:EG10396,glpF,-,Protein,"(4117245, 4118090)",,REG0-11879; RNA-Mediated-Translation-Regulation,TU00173
388,ECOLI:EG10397,glpG,-,Protein,"(3560622, 3561452)",,,TU402; TU401
389,ECOLI:EG10398,glpK,-,Protein,"(4115714, 4117222)",,REG0-14511; Transcription-Factor-Binding,TU00173
390,ECOLI:EG10399,glpQ,-,Protein,"(2349935, 2351011)",,,TU0-42700; TU00216
391,ECOLI:EG10400,glpR,-,DNA-binding transcriptional repressor GlpR,"(3559848, 3560605)",,,TU404; TU403; TU402; TU401
392,ECOLI:EG10401,glpT,-,Protein,"(2351016, 2352374)",,REG0-15885; Transcription-Factor-Binding,TU00216
393,ECOLI:EG10402,gltA,-,Protein,"(753185, 754468)",gluT; icdB,REG0-14512; Transcription-Factor-Binding; REG0-11861; RNA-Mediated-Translation-Regulation,TU00416; TU00106
394,ECOLI:EG10403,gltB,+,Protein,"(3354725, 3359185)",psiQ; ossB; aspB,REG0-13680; Transcription-Factor-Binding,TU0-45182; TU00182
395,ECOLI:EG10404,gltD,+,Protein,"(3359198, 3360616)",psiQ; ossB; aspB,REG0-16146; Transcription-Factor-Binding,TU0-45182; TU00182
396,ECOLI:EG10405,gltP,+,Protein,"(4294481, 4295794)",,REG0-15473; Transcription-Factor-Binding; REG0-13683; Transcription-Factor-Binding; REG0-13682; Transcription-Factor-Binding; REG0-13681; Transcription-Factor-Binding,TU0-14126
397,ECOLI:EG10406,gltS,-,Protein,"(3827460, 3828665)",gltC,,TU0-8804
398,ECOLI:EG10407,gltX,-,Protein,"(2519257, 2520672)",gltM; gluRS,,TU0-6551; TU0-6550; TU0-6409
399,ECOLI:EG10408,glyA,-,Protein,"(2684254, 2685507)",,,TU00192
400,ECOLI:EG10409,glyQ,-,Protein,"(3724407, 3725318)",cfcA; glyS(A),,TU00281
401,ECOLI:EG10410,glyS,-,Protein,"(3722328, 3724397)",,,TU00281
402,ECOLI:EG10411,gnd,-,Protein,"(2099862, 2101268)",,,TU0-5101
403,ECOLI:EG10412,gor,+,Protein,"(3646299, 3647651)",gorA,REG0-14516; Transcription-Factor-Binding,TU0-45208; TU0-14
404,ECOLI:EG10413,gpp,-,Protein,"(3962745, 3964229)",gppA,,TU0-14036
405,ECOLI:EG10414,gpt,+,Protein,"(255977, 256435)",glyD; gpp; gxu,REG0-15474; Transcription-Factor-Binding,TU0-14680
406,ECOLI:EG10415,greA,-,Protein,"(3328239, 3328715)",,,TU0-14794; TU-8397
407,ECOLI:EG10416,grpE,-,Protein,"(2750115, 2750708)",,,TU00411
408,ECOLI:EG10417,grxA,-,Protein,"(890496, 890753)",grx,,TU721
409,ECOLI:EG10418,gshA,-,Protein,"(2814883, 2816439)",gsh-I,,TU0-13714
410,ECOLI:EG10419,gshB,+,Protein,"(3091878, 3092828)",gsh-II,,TU0-13805
411,ECOLI:EG10420,guaA,-,Protein,"(2630958, 2632535)",,,TU00205
412,ECOLI:EG10421,guaB,-,Protein,"(2632604, 2634070)",guaR,,TU00205
413,ECOLI:EG10422,guaC,+,Protein,"(113444, 114487)",,,TU0-8807
414,ECOLI:EG10423,gyrA,-,Protein,"(2336793, 2339420)",hisW; nalA; nfxA; norA; parD,,TU00140
415,ECOLI:EG10424,gyrB,-,Protein,"(3877705, 3880119)",hopA; pcpA; pcbA; parA; nalC; Cou; acrB; himB; hisU,,TU0-45206; TU0-2603
416,ECOLI:EG10425,hdhA,-,Protein,"(1697273, 1698040)",hsd; hsdH,,TU0-13349
417,ECOLI:EG10426,helD,+,Protein,"(1024471, 1026525)",srjB,,TU0-8809
418,ECOLI:EG10427,hemA,+,Protein,"(1263714, 1264970)",gtrA,,TU0-4202; TU0-4201
419,ECOLI:EG10428,hemB,-,Protein,"(388753, 389727)",ncf,REG0-14526; Transcription-Factor-Binding,TU0-12908
420,ECOLI:EG10429,hemC,-,Protein,"(3989825, 3990766)",popE,,TU00283
421,ECOLI:EG10430,hemD,-,Protein,"(3989088, 3989828)",,,TU00283
422,ECOLI:EG10431,hemH,+,Protein,"(498055, 499017)",popA; visA,REG0-14527; Transcription-Factor-Binding,TU0-12951
423,ECOLI:EG10432,hemL,-,Protein,"(173602, 174882)",gsa; popC,,TU0-14806; TU0-14805; TU0-7806
424,ECOLI:EG10433,hemX,-,Protein,"(3987885, 3989066)",,,TU00283
425,ECOLI:EG10434,hemY,-,Protein,"(3986686, 3987882)",,,TU00283
426,ECOLI:EG10435,hflC,+,Protein,"(4403300, 4404304)",hflA,,TU0-14759; TU0-14568; TU0-14567; TU0-14565; TU0-14563; TU0-14562; TU0-14561; TU0-14548; TU802; TU801; TU00236
427,ECOLI:EG10436,hflK,+,Protein,"(4402038, 4403297)",hslY; hflA,,TU0-14759; TU0-14568; TU0-14567; TU0-14565; TU0-14563; TU0-14562; TU0-14561; TU0-14548; TU802; TU801; TU00236
428,ECOLI:EG10437,hflX,+,Protein,"(4400672, 4401952)",hslX; hflA,,TU0-14759; TU0-14568; TU0-14567; TU0-14565; TU0-14563; TU0-14562; TU0-14561; TU0-14548; TU802; TU801; TU00236
429,ECOLI:EG10438,hfq,+,Protein,"(4400288, 4400596)",,REG0-14529; Transcription-Factor-Binding,TU0-14759; TU0-14568; TU0-14567; TU0-14565; TU0-14563; TU0-14562; TU0-14561; TU0-14548; TU802; TU801; TU00236
430,ECOLI:EG10439,hha,-,Protein,"(480090, 480308)",,,TU0-12943
431,ECOLI:EG10440,ihfA,-,Protein,"(1795253, 1795552)",hid; himA,,TU0-14257; TU0-6626; TU00174
432,ECOLI:EG10441,ihfB,+,Protein,"(963828, 964112)",hip; himD,REG0-15861; RNA-Mediated-Translation-Regulation,TU0-45280; TU565; TU564; TU00175
433,ECOLI:EG10442,hipB,-,Protein,"(1592176, 1592442)",,,TU00284
434,ECOLI:EG10443,hipA,-,Protein,"(1590854, 1592176)",,,TU00284
435,ECOLI:EG10444,hisA,+,Protein,"(2095125, 2095862)",,,TU0-6650; TU00285
436,ECOLI:EG10445,hisB,+,Protein,"(2093468, 2094535)",,,TU0-6650; TU00285
437,ECOLI:EG10446,hisC,+,Protein,"(2092398, 2093468)",,,TU00285
438,ECOLI:EG10447,hisD,+,Protein,"(2091097, 2092401)",,,TU00285
439,ECOLI:EG10448,hisF,+,Protein,"(2095844, 2096620)",,,TU0-6650; TU00285
440,ECOLI:EG10449,hisG,+,Protein,"(2090192, 2091091)",,,TU00285
441,ECOLI:EG10450,hisH,+,Protein,"(2094535, 2095125)",,,TU0-6650; TU00285
442,ECOLI:EG10451,hisI,+,Protein,"(2096614, 2097225)",hisE; hisIE,,TU0-6650; TU00285
443,ECOLI:EG10452,hisP,-,Protein,"(2423736, 2424509)",,,TU0-14415; TU0-3581
444,ECOLI:EG10453,hisS,-,Protein,"(2639301, 2640575)",,,TU0-6506
445,ECOLI:EG10454,truA,-,Protein,"(2434824, 2435636)",asuC; hisT; leuK,,TU0-5183; TU0-5182
446,ECOLI:EG10455,skp,+,Protein,"(200482, 200967)",ompH; hlpA; firA,REG0-12490; RNA-Mediated-Translation-Regulation,TU0-8373; TU0-4146
447,ECOLI:EG10456,hmp,+,Protein,"(2685835, 2687025)",fsrB; hmpA,,TU681
448,ECOLI:EG10457,hns,-,Protein,"(1292509, 1292922)",B1; H1; virR; topX; topS; pilG; osmZ; msyA; irk; hnsA; bglY; cur; drc; drdX; drs; fimG,,TU00139
449,ECOLI:EG10458,hsdM,-,Protein,"(4581459, 4583048)",hsm; hsp,,TU0-14319; TU00286
450,ECOLI:EG10459,hsdR,-,Protein,"(4583249, 4586761)",hsp; hsr,,TU0-14319
451,ECOLI:EG10460,hsdS,-,Protein,"(4580068, 4581462)",hsp; hss; rm,,TU0-14319; TU00286
452,ECOLI:EG10461,htpG,+,Protein,"(495120, 496994)",,REG0-16315; Transcription-Factor-Binding; REG0-16314; Transcription-Factor-Binding; REG0-14532; Transcription-Factor-Binding,TU0-14784; TU00402; TU00401
453,ECOLI:EG10462,htpX,-,Protein,"(1911695, 1912576)",,REG0-16083; Transcription-Factor-Binding; REG0-14533; Transcription-Factor-Binding,TU00400
454,ECOLI:EG10463,degP,+,Protein,"(180884, 182308)",htrA; ptd,,TU584
455,ECOLI:EG10464,lpxL,-,Protein,"(1115662, 1116582)",htrB; waaM,REG0-15503; Transcription-Factor-Binding,TU0-901
456,ECOLI:EG10465,ribB,-,Protein,"(3183813, 3184466)",luxH; htrP; luxH-l,REG0-12171; Compound-Mediated-Translation-Regulation,TU0-13839
